soil_type,soil_moisture,temperature,rainfall,crop_stage,fertilizer,humidity,disease_risk,predicted_yield
Loamy,58.03902757434885,37.74801876168178,114.0363263509388,Mid,1.9614801261922277,69.08934921177678,1,6.047954789898446
Loamy,30.79536830734704,24.2071353958371,122.0392017971669,Late,25.755125482546347,45.54235260723088,0,6.147244559097292
Sandy,52.31226460095247,27.449136462002347,188.4742878936829,Late,98.06467546398542,34.18542073872061,1,5.703417952798834
Sandy,41.43824091029725,36.38333028650493,157.6401859733412,Late,3.82090376026607,54.80839584731811,1,4.275473947213458
Loamy,46.76751493328763,26.58635978451092,4.8082474732875635,Early,9.54134942647511,57.7066893468294,0,6.233172999395176
Loamy,48.38619440333901,32.65514805476967,106.82793922713944,Late,33.16183105401629,45.3844294913214,0,6.319687756963853
Sandy,35.242244094650886,20.561183372475345,137.66768230931297,Late,76.86596531158263,73.66257110443425,1,5.356669033834584
Sandy,37.16502616816442,32.993139449114935,149.73969568783102,Mid,81.88538389002113,34.413028738576756,0,5.072360178790052
Sandy,35.69979339043625,40.84541121680681,42.628423862787336,Mid,5.139168419025653,43.36489946275131,0,4.040025215494777
Clay,39.40291890450396,41.05918919470277,173.43547089027044,Late,25.55508761722967,74.9138831072176,1,5.311833578421293
Clay,11.469722287825364,36.73033218988619,191.16862943503276,Late,74.9558510001983,56.22745642440074,1,5.377042990061905
Clay,29.775758492450763,37.37260137228378,47.343061168973954,Early,89.0910931415108,72.31701744235875,1,5.8652480600956105
Loamy,40.30943567805858,31.73782335452102,176.52309150344917,Early,22.260254472932306,64.04915266701578,1,6.076656557654864
Clay,39.886178262793216,32.540042704974745,19.39575250321908,Late,59.8262117920456,87.04276499984175,1,5.919784402027078
Loamy,49.64780473028158,19.00951744231554,11.141367223049038,Mid,135.66021547754286,65.86774996336999,0,7.779272726111594
Loamy,42.750466941605424,28.315775652639033,25.844760020549874,Late,149.8348930569258,30.892138460731182,0,7.503884999822195
Clay,59.606665817033615,28.523288516590917,11.5482158934072,Early,148.0821682246712,51.17264103026004,0,7.3172563430896576
Loamy,24.192726430432252,43.754935070032204,169.0024474311552,Mid,132.25117654303085,38.583640932282464,1,6.493718241937987
Clay,27.957551483311573,27.93260587869868,11.81002889165439,Mid,59.19901319249187,85.4780206558622,1,5.81316298523019
Clay,29.192357593389815,31.48027934708273,54.332838272731095,Early,102.98614381121763,36.24074725710482,0,6.16930020956749
Sandy,33.29064035101243,30.997541978373075,20.751268707171278,Late,62.488834167629804,53.26239978786525,0,4.860774889345355
Clay,51.79990318906047,34.10285151132982,59.08440726275299,Late,97.27905402363042,43.56595161760153,0,6.485703058677619
Sandy,21.789604697960492,37.44698493995688,18.111893520184097,Late,46.41487064542248,80.803319423804,1,4.276531252214728
Clay,48.800010351771476,21.751256285126164,133.6006501486028,Early,90.9303380415498,48.51398985533502,0,6.732765898897142
Clay,30.26550915428717,30.861732572953073,26.66536326851503,Mid,78.56377448292749,89.5136089885587,1,5.965095950726426
Sandy,40.09276918310043,39.77753121948091,170.36918516777757,Early,3.672039871979993,32.31699633673505,1,4.145249845797381
Sandy,41.627026661315305,28.893441415125345,163.4382101453282,Late,118.60543556191706,37.69660634775395,0,5.651791646391717
Clay,28.642431859446724,23.35372639120719,2.732337094121884,Early,1.7846748367733423,43.478326585746544,0,5.390083593820453
Loamy,35.63076026029026,34.64127226068897,179.1452711030229,Mid,43.97339133799527,78.66636241200956,1,6.113110950765089
Sandy,30.65155873238485,39.71302187397369,5.788863348673412,Early,0.8886098181003554,82.71103254384094,1,3.930526616609489
Loamy,13.456639309330972,16.89420878782174,47.92915699151132,Late,56.43021199427973,34.28708283656534,0,6.326608642494765
Loamy,31.858269440841326,38.30371450221681,6.477827555199012,Mid,9.474079224620896,31.947608505736586,0,5.582794745996531
Loamy,14.86966962767761,39.64943798885314,67.16869740786319,Early,137.0266450246862,74.67341142627475,1,6.47817670313482
Sandy,30.251039954016075,28.845687827658203,102.77330514265432,Early,62.35189427443029,38.00112040521681,0,4.863169106994878
Loamy,39.645919991589096,44.49916970455402,159.32897380302762,Mid,68.92436622966152,37.97991522447835,1,6.147186970991777
Sandy,38.97074496717504,38.601250221219274,67.59631009396723,Mid,52.47753541362823,31.341992069665757,0,4.646152746843205
Loamy,43.13106395041602,38.20987694686997,141.09800493462333,Late,94.12592313026494,32.98847265500531,0,6.6575842019048705
Clay,14.763075397731313,37.43515723236216,37.50089142379607,Mid,117.66121749273056,45.820527515729346,0,5.848818965911066
Clay,42.60616227652189,19.51824309654822,150.11969134882528,Late,97.22201145734668,33.90032936464838,0,6.738796067207458
Sandy,25.607402834822352,21.516926593590323,47.19932118184751,Early,112.23106775926914,52.132745499556535,0,5.488950936481428
Clay,29.952297306855556,28.919703943932753,28.708951188753584,Late,135.89604952638908,79.96650187364094,1,6.59041532308302
Clay,52.89931269613529,22.920130498783976,37.08177007481086,Early,129.5319797507143,49.57921543929556,0,7.165702136466329
Loamy,10.451520206477513,27.457229170021215,36.41262577637108,Mid,101.10876791305436,73.67004975476229,1,6.396401208159458
Sandy,39.42063166703027,41.65392329768762,102.57257587539823,Early,32.195694435664294,35.63459788986181,0,4.36075187876662
Loamy,39.935699005005375,39.729806756378075,168.9595162376292,Mid,95.65542765628932,69.56251124516957,1,6.563374053971658
Loamy,29.832988817178098,33.90119635439947,15.921015398501126,Early,75.91246436107664,49.0048309954461,0,6.338748529322344
Loamy,21.851392855416808,40.7436118275331,141.39126369868453,Early,107.582884651563,74.9851727218223,1,6.290548348797973
Loamy,21.733701913077553,38.51317167051748,130.86929193057153,Early,124.93974725893723,38.17512084338291,0,6.5286763607354
Loamy,54.18548348303763,27.869547955226714,174.50399036587248,Early,111.40822457796261,83.87300266586891,1,7.361705476783577
Loamy,32.101218689142875,21.031954561498353,48.82951210138145,Late,126.9841754941928,44.5546321738762,0,7.280907491879835
Loamy,26.544468149458595,30.42603120028018,90.02197173700593,Early,9.579956001153578,51.18826759687059,0,5.713907986992303
Sandy,32.43887869157015,37.0868664758565,185.16547488870347,Late,4.743005735619593,87.01084264908249,1,4.0836016369119035
Clay,43.469520072968066,28.09258796188779,131.99869002706345,Mid,38.77508515493909,64.70894158385153,1,5.914363614152117
Loamy,17.287828412237584,35.00315729351692,77.75368257231938,Mid,135.09991261629426,51.946291137781316,0,6.646660975602186
Loamy,32.47169176068688,17.82982278873131,26.282476571053692,Late,123.54888764759608,86.9761288220179,1,7.35002802802776
Loamy,39.394218555519345,37.44014209114211,52.49700158011821,Mid,102.40909466929673,49.74464501340192,0,6.688771055069091
Loamy,57.429167742571686,39.38140859679186,116.24309549787665,Mid,105.11380011595739,35.69224276051079,0,7.018279098107252
Loamy,22.62638910377096,36.20513567341624,143.63358951210273,Early,109.00057038873189,89.81093327156519,1,6.456379415760251
Loamy,27.962537395812276,44.01790762579097,24.884377370378697,Early,141.39040507271204,46.070695233534835,0,6.652617569869638
Clay,28.96792949612119,39.79956172381921,119.9194520088108,Early,124.82867284613364,81.07547092197645,1,6.133658466669185
Clay,40.276907882244146,42.09281183629615,110.0702557677502,Late,93.50855805405713,39.932447689385235,0,5.97783938309657
Loamy,27.83660265200008,43.00713250372944,102.7910893381416,Late,99.85731528857107,73.88123830664269,1,6.265091230813829
Clay,36.675596264984776,39.040439756214255,138.02462353640158,Mid,32.061039309168294,61.466963668335126,1,5.382909125704951
Sandy,49.08951649225147,35.22776526019497,167.48991901669237,Early,98.59782377344088,88.85439349740778,1,5.41093560977359
Loamy,45.26927970561018,15.171557440823678,64.59793663537367,Late,63.70185186276878,63.16982136554397,0,7.087257389515181
Sandy,32.318432325629274,28.97477259669374,177.8024380221919,Late,22.94428059086156,31.500909113451247,0,4.506568274520389
Sandy,53.210808883708445,32.13486895867083,32.126722523710136,Early,120.96042288698615,66.23267937744527,0,5.809774337783905
Loamy,37.907012479693144,24.12090817343999,34.60477395023287,Late,76.53706497047185,38.71898738019756,0,6.799883654095382
Clay,36.995291975110625,24.54313340710416,53.35441272478478,Early,146.61375625341324,77.91245491692523,1,6.96974939982322
Sandy,11.70938829695791,43.834782471304955,23.906173909415564,Mid,42.251903171178746,81.39409178939394,1,3.8416633235117965
Loamy,59.33464901785808,41.751325956082376,46.063844936575514,Mid,72.1005168457615,58.925611127682856,1,6.655158370132305
Sandy,16.148540426481336,40.47537016505113,21.28235258056892,Mid,67.19931820033023,76.99328742313791,1,4.280702885581395
Sandy,21.55654562138233,27.18035405118332,164.35048339707808,Early,18.11692836488681,38.70664412889631,0,4.296889574541016
Sandy,12.584841862076349,15.410956512267436,27.79379837732492,Late,63.917291824616925,59.52469119213876,0,4.928541060119673
Sandy,42.00014834184569,17.406667393671423,149.45951151197136,Mid,43.13301846313873,53.636655881435075,1,5.2491331296581585
Clay,21.235058848633997,24.36589104652811,9.582773582666748,Mid,24.04807070504016,66.67904322318489,0,5.434205152627238
Sandy,19.000521873636174,15.47228738987031,189.70406550278304,Mid,42.32333760542089,32.6686313281896,0,4.839075191830823
Sandy,14.427779211162068,15.514493457455943,142.23201750555324,Late,34.9877536899588,75.12737029491764,1,4.672998317399151
Sandy,15.165447856200784,42.49809904927233,1.3593097172223567,Late,110.1110296508817,34.74775736848102,0,4.629476282154663
Clay,39.23353502212944,36.18475506357162,152.7713000400428,Early,4.6162767388740145,69.38829105180989,1,5.24529081592418
Sandy,44.41039329332977,24.26867970204458,102.81638415323707,Mid,92.6194121869832,31.107433532396655,0,5.586341596675091
Sandy,29.86894942322005,18.979337328028596,155.87303406702395,Late,114.09920130354097,79.91328382540377,1,5.668990881658953
Clay,33.99485407960366,30.349071536852314,104.49936177811769,Early,72.10851847034598,40.48197781342688,0,5.990510120189963
Clay,44.298386799149206,15.160384825630933,128.20497152707094,Mid,139.73474700118777,60.929848558619426,1,7.328503661225934
Clay,10.868989509273982,43.15241231574432,157.2663310790081,Late,106.18210428548029,45.68957422365716,1,5.484628463567954
Sandy,26.156532853513927,27.444453581668416,81.02161091757134,Late,112.18854769671259,73.35883212366411,1,5.3216825265873515
Clay,58.65488740351732,27.070048657119983,0.5416299640904176,Early,29.540023116130538,49.281066011383274,0,6.156396519518052
Clay,39.005611484773404,26.717808227453467,169.9892991890377,Mid,116.59433637586102,73.47655161529903,1,6.644521346630475
Sandy,22.711228994874663,17.07984991163294,76.17807252493252,Mid,124.81421041246723,47.09227241012859,0,5.689971186673177
Clay,36.08650233181066,34.149667193754794,99.20854520331662,Late,54.189958260898436,75.1483854561456,1,5.739139613432553
Sandy,27.132674406045766,36.9901085888506,1.5533284307937434,Mid,32.00446020494569,31.836329780214253,0,4.2529948325048545
Loamy,36.61224944131496,35.28376192764871,98.4184020700196,Early,57.7576018805425,46.99868012243091,0,6.251308149802263
Clay,16.287075590332442,19.15306479988183,197.2974803143459,Late,110.94119535002058,59.91801038641674,1,6.360561521310399
Loamy,16.63573269096387,32.36520504106778,55.65353216375393,Late,62.64585088030541,32.70357491518353,0,5.988217011390298
Sandy,17.177118101969644,32.08453452516761,79.08365404847561,Early,110.49778128371818,41.16204368227672,0,4.985984139121546
Clay,56.99098959634209,41.05232363824146,137.43799929373532,Late,17.034681146630646,86.07221889847219,1,5.578596894245904
Sandy,46.64494591706709,26.37382975126941,162.95873350473173,Mid,120.90175657327266,88.61005591081135,1,5.850701591535986
Loamy,18.119094733116043,26.14457830978303,83.47832480122005,Mid,37.98112224635361,74.38499684342914,1,5.957855767832366
Sandy,19.41745418828007,33.55581176154557,61.93377408025851,Late,37.33934815718906,45.13200303701477,0,4.255068212491125
Clay,46.54147374354382,33.992179604985395,187.5651599970134,Early,88.55714478057911,45.63104672615814,1,6.2966355345271054
Clay,17.808192239608697,29.07855681977371,135.42899333433385,Early,10.517706862048449,68.74742146770437,1,5.088984208819447
Loamy,21.72806466674143,28.291780869912632,23.804260898628215,Mid,3.944659002700285,37.05597699592211,0,5.625254457264453
Sandy,58.16734164101995,29.82443011913648,13.785575626929724,Early,39.15429979401739,86.898562825822,1,5.1601569271864784
Clay,22.765326236421593,40.83135898509936,96.70997015807382,Late,80.71013261022341,43.48877397061108,0,5.537467081277685
Loamy,43.08161751855734,28.835007037617302,44.01801320945449,Late,136.14245793378407,89.97813752552662,1,7.358006718580468
Clay,58.93156437002652,43.19795375909467,50.7969506752507,Mid,126.96527644609604,59.74402771814762,1,6.65234543908865
Clay,28.71483835698963,30.120112907889784,175.53843576556966,Mid,73.56696898814631,76.28579933957619,1,5.906363069784562
Sandy,10.875799543103112,43.47602079542674,17.913204863262134,Mid,5.557799054023915,30.131045670333435,0,3.468813357539499
Clay,22.207364521118713,39.984957056072275,143.07282304577794,Early,80.28791019439636,83.32478428509852,1,5.547477680684169
Sandy,51.54385956708527,25.87293967847487,54.22845067611761,Late,105.71933998879433,46.200122686834824,0,5.811882400875402
Clay,53.23044179775184,40.909242638898476,152.06564428082754,Late,50.87467987875506,70.07620467288392,1,5.846078355575632
Loamy,48.42596822618956,18.301898526033455,144.4822768927089,Late,16.659495492248205,78.38131684761538,1,6.58605736366527
Clay,15.65549095382865,42.751415260290436,1.478380288858605,Mid,41.78519298084891,39.84886443354012,0,4.948419291076349
Sandy,49.775518584820155,33.94930545248675,101.82708258431983,Late,115.73832967017209,56.55056887975374,1,5.634414504823521
Sandy,55.93388984967521,16.631722455669337,27.863896475609273,Early,52.68657484249925,59.6301564391154,0,5.6465918717484165
Loamy,40.030477127311805,34.32770170952435,173.24540611573536,Early,121.79722360285652,48.72716792035227,1,6.988750727289071
Clay,57.04376781690324,44.22742962434268,174.31717657248132,Late,47.928217771121375,58.905349783738885,1,5.793334645318998
Clay,51.341944185593874,17.094019638438866,83.6691614987516,Mid,24.53325576207272,49.05273945932028,0,6.2593508521794385
Loamy,43.34857584954536,31.64063129340259,88.8791236902161,Late,65.37725392704124,51.64486470331255,0,6.571525117459242
Clay,38.859261835587404,37.43383049278117,60.65658788090542,Early,67.84117684337085,70.15987072216433,1,5.832582090362021
Clay,27.428683362098525,39.30775760098594,143.3212597920062,Early,2.416232782400546,67.95559609829982,1,4.893503267036398
Sandy,17.96437226214026,27.414823959623874,71.73227260529183,Early,17.55676090594892,43.935943547851515,0,4.212410335513578
Clay,40.24769613452704,21.12499677504729,53.55849490452675,Late,27.738902815922618,83.84897308772548,1,5.948593047598349
Clay,25.905577680905974,16.270268363171514,86.44621190090164,Early,17.038097606801234,81.76731274028344,1,5.700384478790986
Loamy,53.32193337638227,32.391784712916746,18.297503677491743,Mid,51.22891131320457,60.544998401397095,0,6.606974239272189
Loamy,59.666846867931426,28.587332108028324,149.32064092884076,Late,144.6934283425527,55.99504456174502,1,7.782651257543306
Sandy,47.62138813077863,43.462331854491325,2.5192802543573922,Late,76.3833807490617,52.61135897904653,0,4.912391614471449
Clay,14.524084764352537,16.818147231447295,128.8970123041188,Early,94.13340358059698,72.43607511998636,1,6.227271314149602
Clay,24.434279776531906,35.56186030338017,36.57290535097448,Early,53.45797177845423,70.29996343256823,1,5.4564095042137755
Clay,15.455481588287487,15.748986663601714,46.48080924288263,Mid,48.523164246471914,41.77083641627872,0,5.821871674322417
Sandy,42.525582389585786,20.143025301316282,127.12639972800798,Late,3.4720157872512534,70.28748187802168,1,4.780941046624739
Sandy,48.25954322778923,28.607369997685023,198.58869315658143,Early,75.05004835140336,45.1458716461224,1,5.357470248139268
Loamy,56.28374154403559,28.646173284086046,155.54349781451015,Mid,72.54135101274994,31.113500191411532,0,6.99170314248563
Sandy,31.908617320599383,35.57101628800932,45.1679264446784,Early,23.674608927168457,71.95252065224261,1,4.307787947043392
Clay,55.06878247942222,42.3063910460327,35.20495100822676,Late,114.64860003100554,68.68761614764497,1,6.478669918517519
Clay,53.89455795206638,34.17096476744763,173.24657405353406,Early,73.90114954665044,54.64855574246049,1,6.291773711484404
Sandy,25.85978583826993,43.606052935545264,88.83678958430086,Late,50.84909552423599,61.54116335517037,1,4.217505083941401
Clay,53.44503127702855,41.44846919633993,27.410560565631094,Early,22.036336353439047,86.83015150234559,1,5.5458099131847645
Clay,28.783612594086325,32.53499386592371,172.4422846643876,Late,82.82412404565187,65.71201085432625,1,5.927863676360535
Sandy,24.84346372801404,40.01375852756482,163.2184705828523,Mid,112.92255391332147,69.47303612019189,1,4.925682057866551
Sandy,42.45373293971966,34.27732830970902,196.78127277943273,Late,42.29990290274575,33.83467925694846,1,4.74375383853058
Clay,26.419061394254054,17.356734927711813,181.9487373425368,Mid,32.819152736508386,39.95966764050752,0,5.8358707074188105
Clay,41.51043741645721,37.2169416977853,170.35806773210834,Late,78.29024460968654,48.057136584695286,1,5.996602943492451
Clay,40.49159027493472,17.847253238020386,10.51487956220063,Mid,23.30149537650254,62.36275908168859,0,6.007429162123108
Loamy,38.17194636742294,32.82248341709138,20.883073899623604,Early,99.99200798914273,76.59545375899927,1,6.778684504727146
Loamy,29.020985211639886,36.07920617574686,113.79663886082456,Late,90.80154419163458,49.27445266731522,1,6.406058960876738
Loamy,37.42498608257384,16.995828246325658,106.29584925636418,Early,13.062307438714294,51.382945828726434,0,6.36924794864885
Sandy,39.82427374927108,21.923839617795952,91.5926428979071,Mid,5.4780569072060805,45.36905311042493,0,4.693550855523603
Loamy,37.28434442477367,42.470166967849494,79.35786508291685,Late,93.04329788828774,45.27655975771835,0,6.402014858342866
Sandy,32.22097263756008,33.48943476698689,86.24209697286578,Late,44.14406609831112,86.93183075368779,1,4.581177070724706
Sandy,10.73335285231319,22.388580564315948,113.85958682695905,Early,12.96686297600978,68.12743077713341,1,4.172678269876884
Loamy,39.35308538505755,35.7203931344402,0.4153035200162414,Late,113.91430574347298,39.35407461239681,0,6.854592971102674
Loamy,18.422219257135982,32.90329259885069,52.14175482657044,Late,47.10660045264662,73.3349146850556,1,5.852411611703665
Loamy,42.12879844735948,30.04727099753845,103.65594413774221,Early,68.93993244573353,73.32126860160173,1,6.630557163478372
Clay,47.9672163961433,44.28560924964251,144.44321973472924,Late,35.52193911806539,69.9882117632223,1,5.485995441614245
Loamy,35.02226545653707,35.50361332222526,34.831338479079264,Early,94.09756175369469,38.08322670543981,0,6.576312527000931
Clay,37.11818324898692,26.26323329003738,109.37623475748659,Early,45.223262303153916,54.479489008175214,1,5.906699289310155
Sandy,57.573927983299555,39.00220296230604,142.89193677715636,Early,145.20314418414426,36.40537982966479,1,5.933443912638252
Clay,52.35836806862871,41.537498787635634,88.92553158278093,Early,105.44213229253599,78.99723024552819,1,6.355463720668865
Loamy,55.711825797573496,18.756616785504942,5.41622673401021,Early,20.508341456019867,69.31032859067516,0,6.756621426946521
Sandy,50.68831441597932,21.016589335357995,89.85363169312734,Mid,62.50422595102002,60.432236206069106,0,5.5083108677690475
Sandy,15.445917092336572,21.48681027383339,59.28897754883062,Mid,57.81316495948179,50.580928590035796,0,4.742445683226547
Sandy,17.449592798509734,35.736354281596206,185.92992154026567,Early,80.13706660805747,41.05496846966601,1,4.578271893602884
Clay,36.331189863447975,33.0911866515985,24.922677135665474,Mid,126.289601171888,36.386855329986474,0,6.496784209439884
Loamy,22.30348293989991,33.56974694095764,130.49519110144644,Mid,87.51330227745026,88.15443645221397,1,6.314110273343772
Sandy,33.834773752057956,43.22319899068503,10.54395326690023,Late,9.233501639999892,41.97891851736138,0,3.972334521720607
Sandy,29.71826619091751,38.27734598421918,89.2340875625393,Early,98.31235452042826,33.59247760328314,0,4.929168489496058
Sandy,37.470711921522664,18.838107735353496,110.79589744401612,Mid,1.2397946918787595,87.70000633094978,1,4.696668953288636
Clay,47.34378580679113,25.425212472755433,59.59098626337309,Late,116.99406908105895,62.937104481469625,0,6.8540600327637495
Clay,45.77454535496372,28.06180938527207,91.01512710407688,Late,99.9954108616863,77.79940409946857,1,6.573590734157975
Loamy,36.06170662426672,26.878847662428146,32.710758906037476,Early,46.3178487528879,32.62595083189911,0,6.378047190141369
Clay,51.119670940852906,35.07925827485637,60.82476989360723,Early,43.86627068842736,64.01675144877927,1,5.908678377455641
Sandy,31.543104576901666,41.75679309769688,124.22126498204061,Late,119.74094948194583,53.89259784707971,1,5.075567793426586
Loamy,54.83571449200612,24.18154390568364,60.36001117223102,Early,117.50050378869308,76.31786606099301,1,7.546273010556543
Sandy,13.564013502758195,31.556314092635567,179.94861568177433,Early,52.845353156513994,32.305538738343515,0,4.353044378841237
Sandy,57.73300150166537,38.68228265740757,125.68139152819795,Late,44.84215921196705,54.10143411369686,1,4.9426131424307505
Clay,42.73465407156741,27.486541765360478,87.72980368719689,Late,83.9737183324185,77.94440516917176,1,6.369834011794718
Loamy,29.003725446860265,20.043543851978875,7.751387110836494,Early,1.254848997621627,61.3618358783022,0,5.991316683354055
Clay,19.857706328643868,29.24852895791245,99.90966704093425,Mid,12.400055697981344,63.00232445991624,1,5.143698814815316
Clay,33.95916147218,16.656675622290855,152.95524842501783,Early,18.92543852231051,35.82988091795793,0,5.86873734599798
Loamy,19.72791615926505,43.2715036200683,53.11151960248273,Mid,27.81177267407613,37.93983336720548,0,5.374530941324013
Sandy,18.31658038715711,17.244636155849193,161.35471392975347,Late,76.80271900132037,70.61997632194715,1,5.11701971308087
Sandy,40.867587870648705,28.153701457517343,50.3613532101763,Mid,148.8362872291683,70.5027973373952,1,5.961103585979137
Loamy,36.154236229089236,30.896437832655785,164.7492775901601,Late,97.89201026210303,88.7462036551364,1,6.775111692223142
Sandy,43.504801730547086,44.55911496861856,17.05366832233548,Early,9.194819167383539,72.71717928393302,1,4.125270777226221
Loamy,56.48029387109946,19.980654709285822,173.2367417738059,Early,78.83690610933627,59.59460975600684,1,7.318555297236777
Loamy,36.61301066695201,18.432945558370758,99.8372901866661,Late,74.49678185842566,81.43966941201317,1,6.924239665172173
Clay,39.046602663139886,15.261184411876307,59.3075179240524,Late,21.625172372707425,36.26837914895617,0,6.039348244633583
Loamy,14.481316957747106,19.66714310607907,53.02265008302975,Late,138.04085532036115,56.957749253775276,0,7.080020599176183
Clay,45.881789295431474,21.21818937203003,86.40211178607254,Early,66.11478715130534,47.22654665565419,0,6.442237976260782
Sandy,29.99526034020781,33.917428247492765,199.809899620729,Early,149.18387109146096,36.278268415657536,1,5.574221070293984
Sandy,58.836261933128945,21.59120371174201,44.06547868751651,Mid,63.01084428782464,75.81012508322198,1,5.659097570188565
Sandy,51.15870077978301,15.615624441879756,20.643329775799923,Late,91.1936554025414,60.647521829933034,0,5.966641836364682
Sandy,36.124052025805916,39.79855036507466,117.00703374373238,Mid,15.71438046771601,63.40612319384944,1,4.185668334241039
Clay,16.161132708608303,25.967871030119003,97.70849328805143,Early,68.13417357103039,54.675311274619744,0,5.725528258978899
Sandy,52.97078966402946,25.610900597422017,104.83925421266147,Mid,35.814884100596,57.62023389616411,1,5.149237616363889
Loamy,49.98905477120108,24.074370875037797,133.38708351144342,Mid,125.33471978568525,36.96104322738019,0,7.530897167029741
Loamy,19.22925647685165,44.26119831439263,53.428813974129866,Early,117.58793773013097,70.37506945721859,1,6.2326285574065645
Loamy,24.763914461015503,20.103462519278445,182.13299907677768,Early,123.62699994380377,55.94684157631282,1,7.128444413079993
Clay,49.67036290739186,41.947141918597055,87.13441322445807,Late,108.5414156636927,79.006054387775,1,6.320407157226853
Sandy,19.261422327370482,38.30409996419664,25.817239028492356,Mid,124.90248354300768,41.77723200858456,0,4.985130283051587
Sandy,55.887624458568865,17.294398664979393,148.45975134678886,Early,30.12431252623813,42.30330560513015,0,5.400163654484377
Sandy,31.226371259818094,44.60187304502546,128.62087052357006,Early,67.80656648697025,68.74557429184127,1,4.464536898715301
Clay,14.351948129382933,23.140978906170318,63.148680496807415,Mid,103.77703199189523,80.76020540384381,1,6.1305799153215
Loamy,50.78743217521404,17.95748781067237,124.3037448068097,Early,95.60887469027023,58.33187031709052,1,7.433112756086813
Loamy,28.67548415191938,39.879427023772784,43.972391273795374,Late,107.45317243111305,73.617232123986,1,6.451658596636335
Sandy,36.32495970768905,36.20026601033099,88.9678718681059,Late,33.63875747268475,89.95979528958514,1,4.476878788570699
Loamy,15.615217220560957,33.51656417633703,179.88250443346504,Mid,14.765206356748461,89.41593838373569,1,5.454459482688593
Loamy,10.12920074224912,19.679425910967993,26.706846632149883,Late,137.52098671121647,74.66021056930201,0,6.987411104628107
Clay,41.89926028966488,29.354883487678855,77.3392899974924,Early,84.02578433510376,74.37518938069493,1,6.297596544513969
Clay,35.758758516686584,38.41668080661641,164.22848494406946,Early,23.073888676111643,44.85713323193434,1,5.293413632896356
Clay,39.676928456157356,24.10871814431521,193.89817988123562,Early,119.01548728310424,80.01237789262643,1,6.760431897624733
Clay,49.687192519025814,24.350694855451245,90.78522728435918,Early,137.23949049439238,54.30612762282723,0,7.135617909660903
Sandy,42.330295671143006,15.094227181443664,101.39992402866949,Mid,25.43452778566636,87.71963459200936,1,5.148124375836214
Clay,18.73867214136886,20.227302049361384,114.43439235675395,Late,122.61186829036659,34.88566132241613,0,6.494073064250201
Loamy,28.03862595552999,41.26216875365503,186.46962832674217,Late,139.98375919786923,56.15042213236356,1,6.722745048479641
Sandy,55.29455523938802,28.252394749131213,171.64135819540596,Early,140.7542400444026,63.350429261009914,1,6.16586166275785
Loamy,48.49723501258395,44.52703497703302,34.120224924328866,Mid,137.12346924802517,54.30937242516989,0,7.00536834342094
Loamy,37.83185289683586,26.871238907213776,87.351563569415,Early,81.96315185401542,42.6347514302966,0,6.770131409260458
Loamy,22.782249890463614,36.45559364340724,92.80008563928526,Early,53.43169758808038,65.5793093269506,1,5.896294164387859
Clay,25.103025091739752,23.457571287141874,157.81922232975134,Mid,1.090921154101393,75.35507487750826,1,5.309242574761553
